datetime,datetimeEpoch,temp,humidity,windspeed,solarradiation,sunrise,sunriseEpoch,sunset,sunsetEpoch,conditions,description
2025-01-01,1735689600,25.4,72.3,25.9,241.8,06:35:58,1735693558.0,18:07:45,1735735065.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-02,1735776000,25.5,70.9,18.4,190.2,06:36:21,1735779981.0,18:08:18,1735821498.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-03,1735862400,25.1,69.7,24.1,193.0,06:36:44,1735866404.0,18:08:50,1735907930.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-04,1735948800,24.6,70.3,18.6,209.6,06:37:06,1735952826.0,18:09:23,1735994363.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-05,1736035200,24.7,71.1,18.4,249.5,06:37:28,1736039248.0,18:09:55,1736080795.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-06,1736121600,24.5,71.1,18.4,243.4,06:37:48,1736125668.0,18:10:28,1736167228.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-07,1736208000,25.5,73.0,14.8,176.6,06:38:08,1736212088.0,18:11:00,1736253660.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-08,1736294400,25.6,75.7,20.5,170.8,06:38:27,1736298507.0,18:11:32,1736340092.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-09,1736380800,25.4,70.9,22.3,173.7,06:38:45,1736384925.0,18:12:05,1736426525.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-10,1736467200,25.6,73.9,22.3,148.2,06:39:02,1736471342.0,18:12:36,1736512956.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-11,1736553600,25.7,77.5,22.3,124.1,06:39:18,1736557758.0,18:13:08,1736599388.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-12,1736640000,26.0,72.9,22.3,178.9,06:39:34,1736644174.0,18:13:39,1736685819.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-13,1736726400,26.4,78.9,20.5,137.8,06:39:48,1736730588.0,18:14:10,1736772250.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-14,1736812800,25.6,80.2,22.3,139.2,06:40:02,1736817002.0,18:14:41,1736858681.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-01-15,1736899200,24.9,84.8,22.3,128.2,06:40:14,1736903414.0,18:15:12,1736945112.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2025-01-16,1736985600,25.6,74.2,22.3,132.7,06:40:26,1736989826.0,18:15:42,1737031542.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-17,1737072000,25.6,71.1,25.9,209.0,06:40:36,1737076236.0,18:16:11,1737117971.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-18,1737158400,25.3,72.7,24.2,125.2,06:40:46,1737162646.0,18:16:41,1737204401.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-19,1737244800,25.5,84.3,20.5,70.6,06:40:54,1737249054.0,18:17:09,1737290829.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
2025-01-20,1737331200,25.9,74.6,22.3,184.7,06:41:02,1737335462.0,18:17:38,1737377258.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-21,1737417600,25.3,69.5,22.3,263.3,06:41:08,1737421868.0,18:18:06,1737463686.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-22,1737504000,25.6,77.8,14.8,147.9,06:41:14,1737508274.0,18:18:33,1737550113.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-23,1737590400,25.9,76.8,22.3,171.5,06:41:18,1737594678.0,18:19:00,1737636540.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2025-01-24,1737676800,25.6,71.0,16.6,225.9,06:41:21,1737681081.0,18:19:27,1737722967.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-25,1737763200,25.6,75.8,18.4,215.5,06:41:24,1737767484.0,18:19:52,1737809392.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-26,1737849600,26.1,70.5,25.9,267.7,06:41:25,1737853885.0,18:20:18,1737895818.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-27,1737936000,24.9,69.9,18.4,271.8,06:41:25,1737940285.0,18:20:42,1737982242.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-28,1738022400,25.0,70.2,16.6,261.3,06:41:24,1738026684.0,18:21:07,1738068667.0,Partially cloudy,Becoming cloudy in the afternoon.
2025-01-29,1738108800,25.0,76.4,22.3,190.9,06:41:23,1738113083.0,18:21:30,1738155090.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-30,1738195200,26.8,75.8,18.4,150.4,06:41:20,1738199480.0,18:21:53,1738241513.0,Partially cloudy,Partly cloudy throughout the day.
2025-01-31,1738281600,27.5,80.1,18.4,196.8,06:41:16,1738285876.0,18:22:15,1738327935.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-01,1738368000,27.3,75.9,18.4,214.9,06:41:11,1738372271.0,18:22:37,1738414357.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-02-02,1738454400,27.4,70.6,18.4,244.4,06:41:05,1738458665.0,18:22:58,1738500778.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-03,1738540800,27.0,68.8,16.6,256.4,06:40:58,1738545058.0,18:23:19,1738587199.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-04,1738627200,26.4,64.6,18.4,281.0,06:40:50,1738631450.0,18:23:38,1738673618.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-05,1738713600,26.3,68.0,22.3,280.5,06:40:41,1738717841.0,18:23:58,1738760038.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-06,1738800000,26.2,68.1,24.1,243.3,06:40:31,1738804231.0,18:24:16,1738846456.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-07,1738886400,26.0,68.1,20.5,280.5,06:40:20,1738890620.0,18:24:34,1738932874.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-08,1738972800,26.2,69.2,18.4,263.6,06:40:08,1738977008.0,18:24:51,1739019291.0,Partially cloudy,Becoming cloudy in the afternoon.
2025-02-09,1739059200,26.7,67.0,25.9,271.2,06:39:55,1739063395.0,18:25:08,1739105708.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-10,1739145600,26.5,64.9,22.3,269.1,06:39:41,1739149781.0,18:25:24,1739192124.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-11,1739232000,27.0,63.3,16.6,290.0,06:39:27,1739236167.0,18:25:39,1739278539.0,Clear,Clear conditions throughout the day.
2025-02-12,1739318400,27.4,68.7,18.4,276.2,06:39:11,1739322551.0,18:25:54,1739364954.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-13,1739404800,26.7,65.3,20.5,291.3,06:38:54,1739408934.0,18:26:08,1739451368.0,Clear,Clear conditions throughout the day.
2025-02-14,1739491200,26.6,61.1,18.4,296.6,06:38:37,1739495317.0,18:26:21,1739537781.0,Clear,Clear conditions throughout the day.
2025-02-15,1739577600,26.3,63.8,24.1,293.2,06:38:19,1739581699.0,18:26:34,1739624194.0,Clear,Clear conditions throughout the day.
2025-02-16,1739664000,26.8,64.8,24.1,294.5,06:38:00,1739668080.0,18:26:46,1739710606.0,Clear,Clear conditions throughout the day.
2025-02-17,1739750400,27.0,67.1,22.3,287.7,06:37:40,1739754460.0,18:26:58,1739797018.0,Clear,Clear conditions throughout the day.
2025-02-18,1739836800,26.7,64.1,18.4,293.1,06:37:19,1739840839.0,18:27:09,1739883429.0,Clear,Clear conditions throughout the day.
2025-02-19,1739923200,26.8,68.0,18.4,293.0,06:36:57,1739927217.0,18:27:19,1739969839.0,Clear,Clear conditions throughout the day.
2025-02-20,1740009600,27.1,67.8,18.4,292.3,06:36:35,1740013595.0,18:27:29,1740056249.0,Clear,Clear conditions throughout the day.
2025-02-21,1740096000,27.3,68.7,20.5,292.0,06:36:12,1740099972.0,18:27:38,1740142658.0,Clear,Clear conditions throughout the day.
2025-02-22,1740182400,27.6,67.6,18.4,288.4,06:35:48,1740186348.0,18:27:47,1740229067.0,Clear,Clear conditions throughout the day.
2025-02-23,1740268800,28.1,65.6,24.1,293.3,06:35:23,1740272723.0,18:27:55,1740315475.0,Clear,Clear conditions throughout the day.
2025-02-24,1740355200,27.7,65.7,24.1,280.3,06:34:58,1740359098.0,18:28:03,1740401883.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-25,1740441600,26.6,74.3,22.3,236.7,06:34:32,1740445472.0,18:28:10,1740488290.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
2025-02-26,1740528000,27.5,68.9,25.9,232.7,06:34:06,1740531846.0,18:28:17,1740574697.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2025-02-27,1740614400,28.4,66.6,22.3,228.0,06:33:39,1740618219.0,18:28:23,1740661103.0,Partially cloudy,Partly cloudy throughout the day.
2025-02-28,1740700800,27.9,74.7,25.9,160.6,06:33:11,1740704591.0,18:28:28,1740747508.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
2025-03-01,1740787200,27.7,79.4,27.7,186.0,06:32:42,1740790962.0,18:28:34,1740833914.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
2025-03-02,1740873600,28.3,75.6,22.3,204.6,06:32:14,1740877334.0,18:28:38,1740920318.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
2025-03-03,1740960000,28.4,72.7,14.8,248.2,06:31:44,1740963704.0,18:28:43,1741006723.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-04,1741046400,28.6,68.0,18.4,290.2,06:31:14,1741050074.0,18:28:47,1741093127.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-05,1741132800,28.2,64.7,14.8,296.5,06:30:44,1741136444.0,18:28:50,1741179530.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-06,1741219200,29.6,58.9,14.8,302.8,06:30:13,1741222813.0,18:28:53,1741265933.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-07,1741305600,29.6,65.8,13.0,304.5,06:29:41,1741309181.0,18:28:56,1741352336.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-08,1741392000,29.2,68.9,18.4,289.2,06:29:10,1741395550.0,18:28:59,1741438739.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-09,1741478400,28.3,63.5,20.5,302.8,06:28:37,1741481917.0,18:29:01,1741525141.0,Clear,Clear conditions throughout the day.
2025-03-10,1741564800,28.3,63.4,22.3,281.3,06:28:05,1741568285.0,18:29:03,1741611543.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-11,1741651200,26.1,83.1,22.3,68.6,06:27:32,1741654652.0,18:29:04,1741697944.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
2025-03-12,1741737600,24.4,89.8,16.3,61.3,06:26:59,1741741019.0,18:29:05,1741784345.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
2025-03-13,1741824000,27.8,75.1,14.8,295.5,06:26:25,1741827385.0,18:29:06,1741870746.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-14,1741910400,28.6,70.6,18.4,286.3,06:25:51,1741913751.0,18:29:07,1741957147.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-15,1741996800,28.8,68.5,22.3,292.3,06:25:17,1742000117.0,18:29:08,1742043548.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-16,1742083200,28.4,73.0,24.1,267.3,06:24:43,1742086483.0,18:29:08,1742129948.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-17,1742169600,29.8,70.9,18.4,238.4,06:24:08,1742172848.0,18:29:08,1742216348.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-18,1742256000,29.3,69.1,20.5,261.1,06:23:33,1742259213.0,18:29:08,1742302748.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-19,1742342400,29.6,69.7,18.4,270.2,06:22:58,1742345578.0,18:29:08,1742389148.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-20,1742428800,29.5,68.0,18.4,258.4,06:22:23,1742431943.0,18:29:07,1742475547.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-21,1742515200,28.7,72.2,24.1,235.5,06:21:48,1742518308.0,18:29:07,1742561947.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
2025-03-22,1742601600,28.3,75.6,20.5,225.9,06:21:13,1742604673.0,18:29:06,1742648346.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-03-23,1742688000,29.4,69.5,22.3,242.9,06:20:38,1742691038.0,18:29:06,1742734746.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-24,1742774400,30.2,67.8,22.3,257.7,06:20:02,1742777402.0,18:29:05,1742821145.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-25,1742860800,29.7,64.8,13.0,290.7,06:19:27,1742863767.0,18:29:04,1742907544.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-26,1742947200,29.4,65.6,18.4,283.0,06:18:51,1742950131.0,18:29:03,1742993943.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-27,1743033600,30.5,65.9,18.4,272.1,06:18:16,1743036496.0,18:29:03,1743080343.0,Partially cloudy,Partly cloudy throughout the day.
2025-03-28,1743120000,30.5,63.8,18.4,282.6,06:17:41,1743122861.0,18:29:02,1743166742.0,Partially cloudy,Becoming cloudy in the afternoon.
2025-03-29,1743206400,30.5,58.9,22.3,310.1,06:17:05,1743209225.0,18:29:01,1743253141.0,Clear,Clear conditions throughout the day.
2025-03-30,1743292800,30.0,49.2,22.3,322.8,06:16:30,1743295590.0,18:29:00,1743339540.0,Clear,Clear conditions throughout the day.
2025-03-31,1743379200,29.3,62.6,18.4,315.0,06:15:55,1743381955.0,18:29:00,1743425940.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-01,1743465600,29.8,68.8,24.1,242.3,06:15:20,1743468320.0,18:28:59,1743512339.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2025-04-02,1743552000,28.9,75.0,25.9,253.9,06:14:45,1743554685.0,18:28:58,1743598738.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2025-04-03,1743638400,27.7,79.6,18.4,203.3,06:14:11,1743641051.0,18:28:58,1743685138.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
2025-04-04,1743724800,28.3,77.2,22.3,190.9,06:13:36,1743727416.0,18:28:58,1743771538.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
2025-04-05,1743811200,28.9,75.2,18.4,221.6,06:13:02,1743813782.0,18:28:57,1743857937.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-06,1743897600,29.6,74.1,25.9,241.8,06:12:28,1743900148.0,18:28:57,1743944337.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
2025-04-07,1743984000,28.2,76.8,18.4,276.9,06:11:54,1743986514.0,18:28:57,1744030737.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
2025-04-08,1744070400,30.2,72.2,14.8,294.1,06:11:21,1744072881.0,18:28:58,1744117138.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-09,1744156800,30.1,71.2,18.4,283.4,06:10:48,1744159248.0,18:28:58,1744203538.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-10,1744243200,30.1,68.0,16.6,252.7,06:10:15,1744245615.0,18:28:59,1744289939.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-11,1744329600,30.8,62.2,16.6,272.1,06:09:42,1744331982.0,18:29:00,1744376340.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-12,1744416000,29.2,69.3,22.3,236.1,06:09:10,1744418350.0,18:29:01,1744462741.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-13,1744502400,31.1,65.6,14.8,247.5,06:08:38,1744504718.0,18:29:02,1744549142.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-14,1744588800,30.9,66.9,14.8,280.6,06:08:07,1744591087.0,18:29:04,1744635544.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-15,1744675200,30.4,63.1,16.6,291.6,06:07:36,1744677456.0,18:29:06,1744721946.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-16,1744761600,31.0,68.2,18.4,291.6,06:07:05,1744763825.0,18:29:08,1744808348.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-17,1744848000,31.2,65.5,22.3,269.1,06:06:35,1744850195.0,18:29:10,1744894750.0,Partially cloudy,Partly cloudy throughout the day.
2025-04-18,1744934400,31.8,68.3,18.4,267.4,06:06:06,1744936566.0,18:29:13,1744981153.0,Partially cloudy,Partly cloudy throughout the day.
